tweetid	tweet	tokens	langid	sentiment
458	Hoy fue un jueves bastante productivo tho	['Hoy', 'fue', 'un', 'jueves', 'bastante', 'productivo', 'tho']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1']	positive
459	@090fbfe96b9f46a 1/2 Buenas tardes. Para comunicarse desde México marque 0019085594899, ingrese tarjeta VZW # 9085594899, PIN #2392,~MV	['@090fbfe96b9f46a', '1/2', 'Buenas', 'tardes', '.', 'Para', 'comunicarse', 'desde', 'México', 'marque', '0019085594899', ',', 'ingrese', 'tarjeta', 'VZW', '#', '9085594899', ',', 'PIN', '#2392', ',', '~', 'MV']	['other', 'other', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'ne', 'lang2', 'other', 'other', 'lang2', 'lang2', 'lang1', 'other', 'other', 'other', 'lang1', 'other', 'other', 'other', 'lang2']	neutral
460	Lo mejor es cuando me dicen que el TAG RAP es una copia! XD mirad las fechas de TAG Zombie apocalipse y decidme quien es la copia de quien.	['Lo', 'mejor', 'es', 'cuando', 'me', 'dicen', 'que', 'el', 'TAG', 'RAP', 'es', 'una', 'copia', '!', 'XD', 'mirad', 'las', 'fechas', 'de', 'TAG', 'Zombie', 'apocalipse', 'y', 'decidme', 'quien', 'es', 'la', 'copia', 'de', 'quien', '.']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	positive
461	RT @_karlawarla: No hay cosa más graciosa que los flashbacks el día después del jangueo.	['RT', '@_karlawarla', ':', 'No', 'hay', 'cosa', 'más', 'graciosa', 'que', 'los', 'flashbacks', 'el', 'día', 'después', 'del', 'jangueo', '.']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	positive
462	RT @_cjso26: Mira bye JAJAJAJAJA http://t.co/dbl1gaT6ru	['RT', '@_cjso26', ':', 'Mira', 'bye', 'JAJAJAJAJA', 'http://t.co/dbl1gaT6ru']	['other', 'other', 'other', 'lang2', 'lang1', 'lang2', 'other']	positive
463	RT @colonrivn: anhelo el día en que superen star wars	['RT', '@colonrivn', ':', 'anhelo', 'el', 'día', 'en', 'que', 'superen', 'star', 'wars']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1']	positive
464	"""@Rovilosofia: @arianaasalgado jajajaja enserio, los sharpies suckean""jajajaj my bad.."	"['""', '@Rovilosofia', ':', '@arianaasalgado', 'jajajaja', 'enserio', ',', 'los', 'sharpies', 'suckean', '""', 'jajajaj', 'my', 'bad', '..']"	['other', 'other', 'other', 'other', 'lang2', 'lang2', 'other', 'lang2', 'lang1', 'lang2', 'other', 'lang2', 'lang1', 'lang1', 'other']	positive
465	RT @FabianaIbern: Del west* https://t.co/sp8HAp6eAg	['RT', '@FabianaIbern', ':', 'Del', 'west', '*', 'https://t.co/sp8HAp6eAg']	['other', 'other', 'other', 'lang2', 'lang1', 'other', 'other']	positive
466	RT @forest_gronski: Fifty shades of mi apa https://t.co/Ld0EQTW370	['RT', '@forest_gronski', ':', 'Fifty', 'shades', 'of', 'mi', 'apa', 'https://t.co/Ld0EQTW370']	['other', 'other', 'other', 'lang1', 'lang1', 'lang1', 'lang2', 'lang1', 'other']	positive
467	"RT @puigster: Cuando le escribes un text a alguien y te contestan con un simple ""ok"" ""si"" ""no"" ó ""jaja"". Mi yo interno se hierve de encojon…"	"['RT', '@puigster', ':', 'Cuando', 'le', 'escribes', 'un', 'text', 'a', 'alguien', 'y', 'te', 'contestan', 'con', 'un', 'simple', '""', 'ok', '""', '""', 'si', '""', '""', 'no', '""', 'ó', '""', 'jaja', '""', '.', 'Mi', 'yo', 'interno', 'se', 'hierve', 'de', 'encojon', '…']"	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'other', 'other', 'lang2', 'other', 'other', 'lang2', 'other', 'lang2', 'other', 'lang2', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	positive
468	RT @RashelDiaz: Look del dia!! @angieestilo encargada!!! #miniskirt #color #fashion http://t.co/WcYep8y4j4	['RT', '@RashelDiaz', ':', 'Look', 'del', 'dia', '!!', '@angieestilo', 'encargada', '!!', '!', '#miniskirt', '#color', '#fashion', 'http://t.co/WcYep8y4j4']	['other', 'other', 'other', 'lang1', 'lang2', 'lang2', 'other', 'other', 'lang2', 'other', 'other', 'lang1', 'lang2', 'lang1', 'other']	positive
469	#Repost @araostash with repostapp. ・・・ Ya esta disponible nuestra nueva canción en ITunes… https://t.co/pk4YHe6R2f	['#Repost', '@araostash', 'with', 'repostapp', '.', '・・・', 'Ya', 'esta', 'disponible', 'nuestra', 'nueva', 'canción', 'en', 'ITunes', '…', 'https://t.co/pk4YHe6R2f']	['lang1', 'other', 'lang1', 'lang1', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'other', 'other']	positive
470	Mi trabajó  #moda#fashion #style #artist #music #talent #myjob#stylist #elfactorx #picstitch http://t.co/XXq1mqfb5S	['Mi', 'trabajó', '#moda', '#fashion', '#style', '#artist', '#music', '#talent', '#myjob', '#stylist', '#elfactorx', '#picstitch', 'http://t.co/XXq1mqfb5S']	['lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2', 'lang1', 'other']	positive
471	RT @AndreaLedo23: Nuuuunca he tenido un new years kiss	['RT', '@AndreaLedo23', ':', 'Nuuuunca', 'he', 'tenido', 'un', 'new', 'years', 'kiss']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang1']	positive
472	@larryhernandez1 me preguntan que te vas a poner. No me hagas quedar mal con Mis consejos y tips!  #fashionfabulous	['@larryhernandez1', 'me', 'preguntan', 'que', 'te', 'vas', 'a', 'poner', '.', 'No', 'me', 'hagas', 'quedar', 'mal', 'con', 'Mis', 'consejos', 'y', 'tips', '!', '#fashionfabulous']	['other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1']	positive
473	Ahora enserio estoy viciado cual condenado a the division y no hay manera de llegar al nivel 30... 😰 yo quería hacer 2.0 en la zona oscura	['Ahora', 'enserio', 'estoy', 'viciado', 'cual', 'condenado', 'a', 'the', 'division', 'y', 'no', 'hay', 'manera', 'de', 'llegar', 'al', 'nivel', '30', '..', '.', '😰', 'yo', 'quería', 'hacer', '2.0', 'en', 'la', 'zona', 'oscura']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2']	negative
474	RT @_frasesfutbol_: Curiosa forma de hacer ping pong https://t.co/GAJF1GVssK	['RT', '@_frasesfutbol_', ':', 'Curiosa', 'forma', 'de', 'hacer', 'ping', 'pong', 'https://t.co/GAJF1GVssK']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'other']	positive
475	"RT @marciaf_92: Generación del: ""Me mandó un Snap Chat"" , ""Le dió like."", entre otras expresiones."	"['RT', '@marciaf_92', ':', 'Generación', 'del', ':', '""', 'Me', 'mandó', 'un', 'Snap', 'Chat', '""', ',', '""', 'Le', 'dió', 'like', '.', '""', ',', 'entre', 'otras', 'expresiones', '.']"	['other', 'other', 'other', 'lang2', 'lang2', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'other', 'other', 'other', 'lang2', 'lang2', 'lang1', 'other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'other']	positive
476	Taco bar...today will be a good day	['Taco', 'bar', '..', '.', 'today', 'will', 'be', 'a', 'good', 'day']	['lang2', 'lang1', 'other', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1']	positive
477	@sticrobles ¡Hola! En cualquier tienda de Verizon Wireless o en el internet dentro de EE.UU. ¿Usted tiene cuenta con nosotros? ~AS	['@sticrobles', '¡', 'Hola', '!', 'En', 'cualquier', 'tienda', 'de', 'Verizon', 'Wireless', 'o', 'en', 'el', 'internet', 'dentro', 'de', 'EE', '.', 'UU', '.', '¿', 'Usted', 'tiene', 'cuenta', 'con', 'nosotros', '?', '~', 'AS']	['other', 'other', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'other', 'ne', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'lang2']	positive
478	RT @RashelDiaz: Buenos dias!! Llego el Miercoles!! #ombligodesemana!! #lookdeldia #Fashion @angieestilo https://t.co/CdPHQJ1iY5	['RT', '@RashelDiaz', ':', 'Buenos', 'dias', '!!', 'Llego', 'el', 'Miercoles', '!!', '#ombligodesemana', '!!', '#lookdeldia', '#Fashion', '@angieestilo', 'https://t.co/CdPHQJ1iY5']	['other', 'other', 'other', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'other', 'lang2', 'lang1', 'other', 'other']	positive
479	“@LaJessicaFox: @AngieEstilo me encanto!!!! Estaba hermosa sexy y elegante. Wao. Good job!!!” Gracias chica!	['“', '@LaJessicaFox', ':', '@AngieEstilo', 'me', 'encanto', '!!', '!!', 'Estaba', 'hermosa', 'sexy', 'y', 'elegante', '.', 'Wao', '.', 'Good', 'job', '!!', '!', '”', 'Gracias', 'chica', '!']	['other', 'other', 'other', 'other', 'lang2', 'lang2', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'other', 'lang1', 'lang1', 'other', 'other', 'other', 'lang2', 'lang2', 'other']	positive
480	Loca porque salga season 3 de OITNB.	['Loca', 'porque', 'salga', 'season', '3', 'de', 'OITNB', '.']	['lang2', 'lang2', 'lang2', 'lang1', 'other', 'lang2', 'ne', 'other']	positive
481	Ajajaj  @Alphasniper97 no pongas ojitos... acepta la derrota, dile a tus fans que ya te he ganao en un 1 vs 1 ... 😝 Thug life	['Ajajaj', '@Alphasniper97', 'no', 'pongas', 'ojitos', '..', '.', 'acepta', 'la', 'derrota', ',', 'dile', 'a', 'tus', 'fans', 'que', 'ya', 'te', 'he', 'ganao', 'en', 'un', '1', 'vs', '1', '..', '.', '😝', 'Thug', 'life']	['lang2', 'other', 'lang2', 'lang2', 'lang2', 'other', 'other', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'other', 'other', 'other', 'other', 'lang1', 'lang1']	positive
482	@pollypocketpc you are a smart woman pero es que en me before u esta la de game of thrones 😻	['@pollypocketpc', 'you', 'are', 'a', 'smart', 'woman', 'pero', 'es', 'que', 'en', 'me', 'before', 'u', 'esta', 'la', 'de', 'game', 'of', 'thrones', '😻']	['other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang1', 'other']	positive
483	#musicvideo #notengodinero #red #style #men #santodomingo #republica http://t.co/EUc5oD1cFQ	['#musicvideo', '#notengodinero', '#red', '#style', '#men', '#santodomingo', '#republica', 'http://t.co/EUc5oD1cFQ']	['lang1', 'lang2', 'lang1', 'lang1', 'lang1', 'ne', 'lang2', 'other']	positive
484	Yo tampoco puedo creerlo, a mi apenas me llevaron a comer a Sizzler y solo me pagaron el buffet.  https://t.co/HZFm7TNL2d	['Yo', 'tampoco', 'puedo', 'creerlo', ',', 'a', 'mi', 'apenas', 'me', 'llevaron', 'a', 'comer', 'a', 'Sizzler', 'y', 'solo', 'me', 'pagaron', 'el', 'buffet', '.', 'https://t.co/HZFm7TNL2d']	['lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other', 'other']	positive
485	La fanaticada de gsw brah... Be humble in defeat	['La', 'fanaticada', 'de', 'gsw', 'brah', '..', '.', 'Be', 'humble', 'in', 'defeat']	['lang2', 'lang2', 'lang2', 'unk', 'lang1', 'other', 'other', 'lang1', 'lang1', 'lang1', 'lang1']	negative
486	No me preocupa spam tw a esta hr cause casi nunca hay gente sou #yolo	['No', 'me', 'preocupa', 'spam', 'tw', 'a', 'esta', 'hr', 'cause', 'casi', 'nunca', 'hay', 'gente', 'sou', '#yolo']	['lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2']	positive
487	RT @FutboolFlchajes: WOOOW Luciano, del Gremio U14 https://t.co/Ia3J2nSoty	['RT', '@FutboolFlchajes', ':', 'WOOOW', 'Luciano', ',', 'del', 'Gremio', 'U14', 'https://t.co/Ia3J2nSoty']	['other', 'other', 'other', 'lang1', 'ne', 'other', 'lang2', 'lang2', 'other', 'other']	positive
488	#plottwist Navas es Dios.	['#plottwist', 'Navas', 'es', 'Dios', '.']	['lang1', 'ne', 'lang2', 'lang2', 'other']	positive
489	RT @niikoolee_17: Para mi no hay tiempo pero para los demas si. I'll keep that in mind.	"['RT', '@niikoolee_17', ':', 'Para', 'mi', 'no', 'hay', 'tiempo', 'pero', 'para', 'los', 'demas', 'si', '.', 'I', ""'ll"", 'keep', 'that', 'in', 'mind', '.']"	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other']	positive
490	Hay días que queremos vernos elegantes #collar #neckless #chic  Collar y aretes $ 14.90 #ilovesalhuaclothing ❤️ http://t.co/1V065kOVKA	['Hay', 'días', 'que', 'queremos', 'vernos', 'elegantes', '#collar', '#neckless', '#chic', 'Collar', 'y', 'aretes', '$', '14.90', '#ilovesalhuaclothing', '❤', '️', 'http://t.co/1V065kOVKA']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'other', 'other', 'lang1', 'other', 'other', 'other']	positive
491	RT @josecarlos13398: Ha sido salir del cine y encontrarme al señor @Kronnomc muy buena gente y gracias por la foto crack. https://t.co/gDYr…	['RT', '@josecarlos13398', ':', 'Ha', 'sido', 'salir', 'del', 'cine', 'y', 'encontrarme', 'al', 'señor', '@Kronnomc', 'muy', 'buena', 'gente', 'y', 'gracias', 'por', 'la', 'foto', 'crack', '.', 'https://t.co/gDYr', '…']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other', 'other', 'other']	positive
492	@auronplay malaga city es la clave auron! Aqui estan los mejores rap players!! Ajaja	['@auronplay', 'malaga', 'city', 'es', 'la', 'clave', 'auron', '!', 'Aqui', 'estan', 'los', 'mejores', 'rap', 'players', '!!', 'Ajaja']	['other', 'ne', 'lang1', 'lang2', 'lang2', 'lang2', 'ne', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'other', 'lang2']	positive
493	Rey David llévame a  #winwood Tu me dijiste..........   : ( https://t.co/f0AZLXhznr	['Rey', 'David', 'llévame', 'a', '#winwood', 'Tu', 'me', 'dijiste', '..', '..', '..', '..', '..', ':', '(', 'https://t.co/f0AZLXhznr']	['lang2', 'ne', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other']	negative
494	"Quedan 3 canciones para completar el album de "" YO SOY UN RAP PLAYER "", los afortunados son Infamous, The last of us y God of war! ❤️Z4E❤️💀"	"['Quedan', '3', 'canciones', 'para', 'completar', 'el', 'album', 'de', '""', 'YO', 'SOY', 'UN', 'RAP', 'PLAYER', '""', ',', 'los', 'afortunados', 'son', 'Infamous', ',', 'The', 'last', 'of', 'us', 'y', 'God', 'of', 'war', '!', '❤', '️', 'Z4E', '❤', '️💀']"	['lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2', 'lang1', 'lang1', 'lang1', 'other', 'other', 'other', 'other', 'other', 'other']	positive
495	#TBT LOL Y cómodas que eran... https://t.co/U86tgb6VW8	['#TBT', 'LOL', 'Y', 'cómodas', 'que', 'eran', '..', '.', 'https://t.co/U86tgb6VW8']	['lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other']	positive
496	Este #TechTrivia es para los fanáticos de androids. ¿Quién diseñó el logotipo original de Android?	['Este', '#TechTrivia', 'es', 'para', 'los', 'fanáticos', 'de', 'androids', '.', '¿', 'Quién', 'diseñó', 'el', 'logotipo', 'original', 'de', 'Android', '?']	['lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'other']	positive
497	RT @augustus252011: no pq existe el waterproof make up. tu la buscas mucho antes de la hora que dijistes y la vez sin maquillaje, ya https:…	['RT', '@augustus252011', ':', 'no', 'pq', 'existe', 'el', 'waterproof', 'make', 'up', '.', 'tu', 'la', 'buscas', 'mucho', 'antes', 'de', 'la', 'hora', 'que', 'dijistes', 'y', 'la', 'vez', 'sin', 'maquillaje', ',', 'ya', 'https', ':', '…']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'other', 'other', 'other']	positive
498	No le encuentro sentido a phhhoto jajajja lol pon una foto y ya a nadie le importa que se mueva	['No', 'le', 'encuentro', 'sentido', 'a', 'phhhoto', 'jajajja', 'lol', 'pon', 'una', 'foto', 'y', 'ya', 'a', 'nadie', 'le', 'importa', 'que', 'se', 'mueva']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2']	negative
499	@TransitoPR Salí de Caguas a Bayamon y el tapón en el expreso para Caguas está horrible, pasa de Plaza las Américas. 6:03pm	['@TransitoPR', 'Salí', 'de', 'Caguas', 'a', 'Bayamon', 'y', 'el', 'tapón', 'en', 'el', 'expreso', 'para', 'Caguas', 'está', 'horrible', ',', 'pasa', 'de', 'Plaza', 'las', 'Américas', '.', '6:03', 'pm']	['other', 'lang2', 'lang2', 'ne', 'lang2', 'ne', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'other', 'other', 'lang1']	neutral
500	Vamos familia!!!!!!! Con ánimo y alegría #ElvacilondelaGatita #Repost #share #taguea  a una amiga y… https://t.co/KCF3XmgK2u	['Vamos', 'familia', '!!', '!!', '!!', '!', 'Con', 'ánimo', 'y', 'alegría', '#ElvacilondelaGatita', '#Repost', '#share', '#taguea', 'a', 'una', 'amiga', 'y', '…', 'https://t.co/KCF3XmgK2u']	['lang2', 'lang2', 'other', 'other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'ne', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other']	positive
501	@paolaramos98 y yo que me metí un plato de special K para rebajar 😩	['@paolaramos98', 'y', 'yo', 'que', 'me', 'metí', 'un', 'plato', 'de', 'special', 'K', 'para', 'rebajar', '😩']	['other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'other']	negative
502	#boostmobile #ElVacilondelaGatita #Clevlander #heineken #BeachHouse2015 https://t.co/AVycuCc3j8	['#boostmobile', '#ElVacilondelaGatita', '#Clevlander', '#heineken', '#BeachHouse2015', 'https://t.co/AVycuCc3j8']	['lang1', 'lang2', 'ne', 'ne', 'other', 'other']	positive
503	🔴 VIVO en #YouNow - https://t.co/o09d4VI5mK	['🔴', 'VIVO', 'en', '#YouNow', '-', 'https://t.co/o09d4VI5mK']	['other', 'lang2', 'lang2', 'lang1', 'other', 'other']	positive
504	Esta es una mañana para quedarme en cama y revisar mi instagram!  #instaddict #accesorios  #tgif #feriado #relax http://t.co/4H5cqBhaF1	['Esta', 'es', 'una', 'mañana', 'para', 'quedarme', 'en', 'cama', 'y', 'revisar', 'mi', 'instagram', '!', '#instaddict', '#accesorios', '#tgif', '#feriado', '#relax', 'http://t.co/4H5cqBhaF1']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'other', 'lang1', 'lang2', 'ne', 'lang2', 'lang1', 'other']	positive
505	RT @ponchodeanda: U Rock Amiga! RT @AngieEstilo Prueba de vestuario con el galán presentador de #factorx @ponchodeanda #miami audiciones es…	['RT', '@ponchodeanda', ':', 'U', 'Rock', 'Amiga', '!', 'RT', '@AngieEstilo', 'Prueba', 'de', 'vestuario', 'con', 'el', 'galán', 'presentador', 'de', '#factorx', '@ponchodeanda', '#miami', 'audiciones', 'es', '…']	['other', 'other', 'other', 'lang1', 'lang1', 'lang2', 'other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'ne', 'lang2', 'lang2', 'other']	positive
506	FNAF 4 VS MINECRAFT | KRONNO ZOMBER & ZARCORT | EPIC BATTLE ( Videoclip Oficial ): https://t.co/GGuh6LSWaM vía @YouTube	['FNAF', '4', 'VS', 'MINECRAFT', '|', 'KRONNO', 'ZOMBER', '&', 'ZARCORT', '|', 'EPIC', 'BATTLE', '(', 'Videoclip', 'Oficial', '):', 'https://t.co/GGuh6LSWaM', 'vía', '@YouTube']	['ne', 'other', 'lang1', 'ne', 'other', 'lang1', 'lang1', 'other', 'ne', 'other', 'lang1', 'lang1', 'other', 'lang1', 'lang2', 'other', 'other', 'lang2', 'other']	neutral
507	RT @alzhng: I need new ppl on sc, ya me aburren los mismos stories	['RT', '@alzhng', ':', 'I', 'need', 'new', 'ppl', 'on', 'sc', ',', 'ya', 'me', 'aburren', 'los', 'mismos', 'stories']	['other', 'other', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1']	negative
508	Osea acabe mi libreta del lab de organica. WOWWWWWW😜	['Osea', 'acabe', 'mi', 'libreta', 'del', 'lab', 'de', 'organica', '.', 'WOWWWWWW', '😜']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'other']	positive
509	RT @aleeisaabeel: I'm in need of a margarita	"['RT', '@aleeisaabeel', ':', 'I', ""'m"", 'in', 'need', 'of', 'a', 'margarita']"	['other', 'other', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2']	negative
